Time	Iteration	l1	l2	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.5257647037506104	0	27.8549	28.6621	33.5637583893	16.848843247	102.0	11.0	33.5637583893	16.848843247	5001	5001
4.3311543464660645	1	39.0349	39.6414	46.7476635514	27.2143081725	175.0	13.0	46.7476635514	27.2143081725	5002	10003
5.276489973068237	2	41.1203	41.2784	54.1720430108	28.5199887104	169.0	16.0	54.1720430108	28.5199887104	5038	15041
6.182105541229248	3	38.4117	38.463	57.6436781609	22.5684027982	136.0	18.0	57.6436781609	22.5684027982	5015	20056
7.062023639678955	4	51.0315	51.1584	73.6470588235	36.7546574503	200.0	23.0	73.6470588235	36.7546574503	5008	25064
8.019908666610718	5	56.818	56.8894	87.0172413793	38.8647040382	189.0	28.0	87.0172413793	38.8647040382	5047	30111
9.038698196411133	6	62.0717	63.0229	99.2156862745	40.5686606203	200.0	42.0	99.2156862745	40.5686606203	5060	35171
10.055959224700928	7	78.6636	79.0322	130.641025641	44.0765576274	200.0	45.0	130.641025641	44.0765576274	5095	40266
11.058502912521362	8	70.4584	70.6991	123.243902439	30.2048134492	182.0	50.0	123.243902439	30.2048134492	5053	45319
12.053207159042358	9	78.0877	78.4899	135.756756757	34.3034198952	200.0	68.0	135.756756757	34.3034198952	5023	50342
13.730916738510132	10	86.7947	87.3765	154.090909091	34.0217075412	200.0	99.0	154.090909091	34.0217075412	5085	55427
15.556884765625	11	93.7686	94.4007	163.129032258	37.45857233	200.0	91.0	163.129032258	37.45857233	5057	60484
16.905259370803833	12	100.292	100.807	177.379310345	35.3966818951	200.0	99.0	177.379310345	35.3966818951	5144	65628
17.802043437957764	13	101.665	101.943	178.642857143	32.3311153598	200.0	101.0	178.642857143	32.3311153598	5002	70630
18.733108043670654	14	101.177	101.472	180.535714286	31.1201383384	200.0	100.0	180.535714286	31.1201383384	5055	75685
19.789721965789795	15	105.692	105.741	186.814814815	31.3947825779	200.0	92.0	186.814814815	31.3947825779	5044	80729
20.736267566680908	16	108.793	108.661	200.0	0.0	200.0	200.0	200.0	0.0	5200	85929
21.818726062774658	17	108.894	108.888	200.0	0.0	200.0	200.0	200.0	0.0	5200	91129
22.71722388267517	18	105.928	105.863	196.538461538	17.3076923077	200.0	110.0	196.538461538	17.3076923077	5110	96239
23.786465644836426	19	105.348	105.322	193.653846154	21.9841591706	200.0	117.0	193.653846154	21.9841591706	5035	101274
25.326755046844482	20	105.572	105.53	200.0	0.0	200.0	200.0	200.0	0.0	5200	106474
27.29544472694397	21	102.843	102.885	192.5	25.3016417832	200.0	75.0	192.5	25.3016417832	5005	111479
28.694588661193848	22	103.89	103.791	199.269230769	3.65384615385	200.0	181.0	199.269230769	3.65384615385	5181	116660
29.62765645980835	23	100.469	100.626	197.692307692	8.88719576248	200.0	156.0	197.692307692	8.88719576248	5140	121800
30.623262643814087	24	99.7385	99.8527	199.230769231	3.84615384615	200.0	180.0	199.230769231	3.84615384615	5180	126980
31.479946613311768	25	98.2437	98.4644	200.0	0.0	200.0	200.0	200.0	0.0	5200	132180
32.334113359451294	26	96.8509	96.8952	195.576923077	22.1153846154	200.0	85.0	195.576923077	22.1153846154	5085	137265
33.29057836532593	27	93.2793	93.3388	195.5	15.6629155357	200.0	136.0	195.5	15.6629155357	5083	142348
34.472219705581665	28	92.8606	93.1166	196.653846154	16.7307692308	200.0	113.0	196.653846154	16.7307692308	5113	147461
35.4388952255249	29	92.4095	92.4471	199.269230769	3.65384615385	200.0	181.0	199.269230769	3.65384615385	5181	152642
36.55475425720215	30	88.302	88.4397	198.307692308	6.37162719689	200.0	169.0	198.307692308	6.37162719689	5156	157798
38.550612926483154	31	89.3548	89.856	200.0	0.0	200.0	200.0	200.0	0.0	5200	162998
40.32295846939087	32	84.8572	84.9014	197.615384615	6.6971688799	200.0	175.0	197.615384615	6.6971688799	5138	168136
41.20308995246887	33	82.7409	82.8252	194.423076923	13.2059808039	200.0	158.0	194.423076923	13.2059808039	5055	173191
42.15514254570007	34	84.4929	84.6413	198.423076923	7.88461538462	200.0	159.0	198.423076923	7.88461538462	5159	178350
43.24265193939209	35	83.9279	84.4266	198.576923077	6.54083667268	200.0	166.0	198.576923077	6.54083667268	5163	183513
44.15955996513367	36	81.6733	82.6404	194.615384615	13.2202552142	200.0	152.0	194.615384615	13.2202552142	5060	188573
45.145058155059814	37	83.573	85.3255	195.923076923	20.3846153846	200.0	94.0	195.923076923	20.3846153846	5094	193667
46.13772940635681	38	83.335	85.6839	200.0	0.0	200.0	200.0	200.0	0.0	5200	198867
47.14389419555664	39	82.7143	86.0893	195.653846154	21.7307692308	200.0	87.0	195.653846154	21.7307692308	5087	203954
48.193273305892944	40	85.2354	87.8898	200.0	0.0	200.0	200.0	200.0	0.0	5200	209154
49.96973729133606	41	83.0301	85.7183	199.807692308	0.961538461538	200.0	195.0	199.807692308	0.961538461538	5195	214349
51.84534430503845	42	83.248	88.4901	198.230769231	4.1723235761	200.0	184.0	198.230769231	4.1723235761	5154	219503
52.96264171600342	43	78.4161	80.3146	187.407407407	8.41629486202	200.0	162.0	187.407407407	8.41629486202	5060	224563
53.892637968063354	44	72.6247	72.8345	176.862068966	10.0609320811	196.0	151.0	176.862068966	10.0609320811	5129	229692
54.74717116355896	45	74.7797	74.9034	180.321428571	9.0358554478	200.0	165.0	180.321428571	9.0358554478	5049	234741
55.68052363395691	46	71.1522	71.3751	179.75	12.4057158485	199.0	150.0	179.75	12.4057158485	5033	239774
