Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.7281007766723633	0	10.1767676768	5.97080994257	40.0	3.0	10.1767676768	5.97080994257	2015	2015
4.481532335281372	1	18.9528301887	12.3482349785	69.0	4.0	18.9528301887	12.3482349785	2009	4024
5.136975049972534	2	19.5631067961	11.1865643258	61.0	4.0	19.5631067961	11.1865643258	2015	6039
5.787431478500366	3	25.475	15.6508586026	93.0	4.0	25.475	15.6508586026	2038	8077
8.703989028930664	4	24.5243902439	18.4788775988	101.0	3.0	24.5243902439	18.4788775988	2011	10088
9.429985761642456	5	27.875	16.9574119324	65.0	5.0	27.875	16.9574119324	2007	12095
10.164443016052246	6	28.3943661972	21.5566589648	127.0	5.0	28.3943661972	21.5566589648	2016	14111
10.80432415008545	7	30.6818181818	18.8077668442	83.0	5.0	30.6818181818	18.8077668442	2025	16136
11.466672897338867	8	33.0163934426	22.4473824121	107.0	3.0	33.0163934426	22.4473824121	2014	18150
12.079514265060425	9	41.7346938776	26.0429594154	142.0	7.0	41.7346938776	26.0429594154	2045	20195
12.66202974319458	10	39.2745098039	32.5685271097	167.0	4.0	39.2745098039	32.5685271097	2003	22198
13.28815770149231	11	43.6739130435	27.5807544335	114.0	4.0	43.6739130435	27.5807544335	2009	24207
14.020248889923096	12	45.5555555556	27.3744045541	146.0	4.0	45.5555555556	27.3744045541	2050	26257
15.265740394592285	13	45.4772727273	26.4845483566	133.0	7.0	45.4772727273	26.4845483566	2001	28258
17.731340169906616	14	45.5681818182	25.1932510148	108.0	13.0	45.5681818182	25.1932510148	2005	30263
18.47721290588379	15	55.8648648649	35.4081698941	158.0	4.0	55.8648648649	35.4081698941	2067	32330
19.214614152908325	16	43.9130434783	24.29154987	100.0	6.0	43.9130434783	24.29154987	2020	34350
19.841694831848145	17	57.5405405405	33.8794321681	157.0	6.0	57.5405405405	33.8794321681	2129	36479
20.442753791809082	18	62.2727272727	33.918148112	133.0	3.0	62.2727272727	33.918148112	2055	38534
23.079803466796875	19	66.0967741935	38.5154806235	154.0	6.0	66.0967741935	38.5154806235	2049	40583
24.044620752334595	20	59.0857142857	29.9546051108	145.0	8.0	59.0857142857	29.9546051108	2068	42651
24.652597904205322	21	53.2368421053	24.5822295791	107.0	4.0	53.2368421053	24.5822295791	2023	44674
25.310824871063232	22	50.1463414634	21.0105211456	85.0	5.0	50.1463414634	21.0105211456	2056	46730
26.014265775680542	23	53.8461538462	27.0635893743	139.0	4.0	53.8461538462	27.0635893743	2100	48830
28.183732509613037	24	58.5714285714	25.5770943444	102.0	15.0	58.5714285714	25.5770943444	2050	50880
29.799039602279663	25	73.8571428571	28.5090390249	130.0	13.0	73.8571428571	28.5090390249	2068	52948
30.51589846611023	26	71.6896551724	37.9819407616	143.0	10.0	71.6896551724	37.9819407616	2079	55027
31.097706079483032	27	74.3333333333	25.8986629141	116.0	7.0	74.3333333333	25.8986629141	2007	57034
31.703529357910156	28	63.40625	25.7182563744	108.0	4.0	63.40625	25.7182563744	2029	59063
32.90916657447815	29	69.2666666667	33.3955419513	140.0	4.0	69.2666666667	33.3955419513	2078	61141
35.40914177894592	30	69.2413793103	28.2411477402	104.0	8.0	69.2413793103	28.2411477402	2008	63149
36.10571551322937	31	67.3666666667	38.80075887	164.0	4.0	67.3666666667	38.80075887	2021	65170
36.847227334976196	32	74.2142857143	40.9907281701	152.0	9.0	74.2142857143	40.9907281701	2078	67248
37.533610820770264	33	91.9090909091	43.6212094898	161.0	20.0	91.9090909091	43.6212094898	2022	69270
38.60051369667053	34	82.3846153846	58.8388130162	214.0	5.0	82.3846153846	58.8388130162	2142	71412
41.15966463088989	35	111.222222222	72.1515038386	243.0	9.0	111.222222222	72.1515038386	2002	73414
41.922905921936035	36	115.833333333	72.5903651397	247.0	16.0	115.833333333	72.5903651397	2085	75499
42.645599365234375	37	186.833333333	86.2369152716	324.0	32.0	186.833333333	86.2369152716	2242	77741
43.2575306892395	38	174.916666667	114.877078025	438.0	26.0	174.916666667	114.877078025	2099	79840
44.42934560775757	39	237.7	250.162367274	704.0	8.0	237.7	250.162367274	2377	82217
46.922136306762695	40	401.6	58.0847656447	493.0	322.0	401.6	58.0847656447	2008	84225
47.754918575286865	41	291.666666667	210.149682105	635.0	54.0	291.666666667	210.149682105	2625	86850
48.36969041824341	42	145.928571429	93.2527014436	344.0	14.0	145.928571429	93.2527014436	2043	88893
48.99177598953247	43	158.357142857	75.7218661973	315.0	36.0	158.357142857	75.7218661973	2217	91110
49.716750383377075	44	199.166666667	161.426367803	516.0	4.0	199.166666667	161.426367803	2390	93500
52.59717321395874	45	159.785714286	122.172698944	437.0	26.0	159.785714286	122.172698944	2237	95737
53.640092849731445	46	139.6875	91.4629151282	312.0	16.0	139.6875	91.4629151282	2235	97972
54.27226519584656	47	189.636363636	106.782082875	369.0	30.0	189.636363636	106.782082875	2086	100058
54.98277688026428	48	212.8	105.300332383	432.0	91.0	212.8	105.300332383	2128	102186
55.86249041557312	49	230.0	245.764114549	859.0	5.0	230.0	245.764114549	2300	104486
58.84740686416626	50	373.5	239.618272815	726.0	19.0	373.5	239.618272815	2241	106727
59.47602558135986	51	171.083333333	172.340002289	576.0	5.0	171.083333333	172.340002289	2053	108780
60.07741117477417	52	111.833333333	105.807608422	324.0	4.0	111.833333333	105.807608422	2013	110793
60.70924234390259	53	67.935483871	79.454160241	277.0	4.0	67.935483871	79.454160241	2106	112899
