Time	Iteration	l1	l2	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.5461795330047607	0	12.0	11.7038	25.375	16.4083629592	90.0	10.0	25.375	16.4083629592	1015	1015
0.7343521118164062	1	14.0673	13.9098	35.2	18.1574594405	79.0	12.0	35.2	18.1574594405	1056	2071
0.9050319194793701	2	15.8035	15.919	43.6086956522	18.5700533361	92.0	16.0	43.6086956522	18.5700533361	1003	3074
1.0839672088623047	3	16.8791	16.9356	49.1428571429	20.0743515919	91.0	18.0	49.1428571429	20.0743515919	1032	4106
1.2592358589172363	4	20.1104	19.9298	64.125	23.3395453041	131.0	27.0	64.125	23.3395453041	1026	5132
1.4321353435516357	5	23.2484	22.9301	64.125	39.8291272187	186.0	23.0	64.125	39.8291272187	1026	6158
1.6185412406921387	6	24.7265	24.657	79.0769230769	34.8567652378	167.0	47.0	79.0769230769	34.8567652378	1028	7186
1.7869601249694824	7	19.9644	19.9993	72.2142857143	22.9259010461	128.0	42.0	72.2142857143	22.9259010461	1011	8197
1.9724314212799072	8	22.7627	22.7096	89.5833333333	21.1323540783	133.0	63.0	89.5833333333	21.1323540783	1075	9272
2.1625261306762695	9	27.1993	27.2472	101.363636364	36.0335014	186.0	59.0	101.363636364	36.0335014	1115	10387
2.339674949645996	10	31.8499	32.0259	127.375	39.6451053095	195.0	72.0	127.375	39.6451053095	1019	11406
2.518449544906616	11	38.5202	38.4796	169.166666667	39.6291839712	200.0	91.0	169.166666667	39.6291839712	1015	12421
2.7130441665649414	12	35.3886	35.7477	160.428571429	30.3543696212	200.0	115.0	160.428571429	30.3543696212	1123	13544
2.8862240314483643	13	38.345	38.6964	171.5	22.3439029715	200.0	131.0	171.5	22.3439029715	1029	14573
3.081981658935547	14	38.6449	38.7088	194.833333333	7.75492674942	200.0	180.0	194.833333333	7.75492674942	1169	15742
3.2614362239837646	15	37.9318	38.2187	174.333333333	23.5135894514	200.0	133.0	174.333333333	23.5135894514	1046	16788
3.4508283138275146	16	38.9559	39.0461	189.5	10.6418983269	200.0	176.0	189.5	10.6418983269	1137	17925
3.6489367485046387	17	39.478	39.6869	187.333333333	23.3713975239	200.0	136.0	187.333333333	23.3713975239	1124	19049
3.839921236038208	18	37.3228	37.3268	187.166666667	28.6962057112	200.0	123.0	187.166666667	28.6962057112	1123	20172
4.028078317642212	19	38.0442	38.0767	187.333333333	17.9969133156	200.0	159.0	187.333333333	17.9969133156	1124	21296
4.203807592391968	20	39.3056	39.354	173.666666667	30.0314649807	200.0	130.0	173.666666667	30.0314649807	1042	22338
4.376246690750122	21	35.8316	35.8388	167.5	21.52324325	200.0	143.0	167.5	21.52324325	1005	23343
4.57758641242981	22	39.7404	39.7704	185.333333333	32.79566367	200.0	112.0	185.333333333	32.79566367	1112	24455
4.843252420425415	23	37.2449	37.4972	170.0	46.1178614298	200.0	68.0	170.0	46.1178614298	1190	25645
5.034692287445068	24	39.4895	39.6568	184.166666667	24.3339041029	200.0	136.0	184.166666667	24.3339041029	1105	26750
5.256375074386597	25	41.2868	40.7162	185.666666667	21.8225164044	200.0	143.0	185.666666667	21.8225164044	1114	27864
5.478159427642822	26	40.1805	40.5241	186.666666667	23.0627164248	200.0	137.0	186.666666667	23.0627164248	1120	28984
5.717042684555054	27	40.352	40.4187	184.333333333	22.4251842554	200.0	147.0	184.333333333	22.4251842554	1106	30090
5.897538185119629	28	40.6492	41.2596	176.5	25.5783111249	200.0	133.0	176.5	25.5783111249	1059	31149
6.098560094833374	29	41.9877	42.4079	191.333333333	16.0692943909	200.0	156.0	191.333333333	16.0692943909	1148	32297
6.299923658370972	30	41.9697	42.1784	190.666666667	20.86996779	200.0	144.0	190.666666667	20.86996779	1144	33441
6.507698059082031	31	35.0112	35.0088	148.375	42.2816079992	200.0	77.0	148.375	42.2816079992	1187	34628
6.6975321769714355	32	35.0287	34.9168	155.285714286	41.9173141374	200.0	89.0	155.285714286	41.9173141374	1087	35715
6.894568204879761	33	35.048	35.0572	162.571428571	23.5848446668	200.0	125.0	162.571428571	23.5848446668	1138	36853
7.08871603012085	34	40.1349	39.9206	179.333333333	41.4876152872	200.0	87.0	179.333333333	41.4876152872	1076	37929
7.273847579956055	35	37.3616	37.2484	178.333333333	22.4845626054	200.0	144.0	178.333333333	22.4845626054	1070	38999
7.472619295120239	36	33.7326	33.6303	162.857142857	33.16809384	200.0	100.0	162.857142857	33.16809384	1140	40139
7.66033673286438	37	36.4472	36.4639	175.833333333	24.7481761393	200.0	141.0	175.833333333	24.7481761393	1055	41194
7.863063335418701	38	35.82	35.6649	186.0	30.859898466	200.0	117.0	186.0	30.859898466	1116	42310
8.061501502990723	39	38.6388	38.4535	194.333333333	8.03464719546	200.0	182.0	194.333333333	8.03464719546	1166	43476
8.246383666992188	40	35.4481	35.4387	175.666666667	23.8793262514	200.0	137.0	175.666666667	23.8793262514	1054	44530
8.45034909248352	41	38.38	38.3799	195.666666667	9.6896279025	200.0	174.0	195.666666667	9.6896279025	1174	45704
8.641346216201782	42	37.2465	37.2779	185.166666667	24.0860725086	200.0	135.0	185.166666667	24.0860725086	1111	46815
8.834442377090454	43	33.2798	33.2096	183.166666667	23.947280059	200.0	145.0	183.166666667	23.947280059	1099	47914
9.02623724937439	44	35.9337	35.8199	177.833333333	23.8356642217	200.0	142.0	177.833333333	23.8356642217	1067	48981
9.222864866256714	45	36.4441	36.2439	189.166666667	16.9353345274	200.0	155.0	189.166666667	16.9353345274	1135	50116
