Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.516134738922119	0	10.4033264033	6.59738414074	52.0	3.0	10.4033264033	6.59738414074	5004	5004
4.0443456172943115	1	16.7257525084	11.0963418157	69.0	3.0	16.7257525084	11.0963418157	5001	10005
5.55695104598999	2	21.1906779661	13.2691210755	76.0	3.0	21.1906779661	13.2691210755	5001	15006
7.046643495559692	3	22.8904109589	14.2462636074	79.0	4.0	22.8904109589	14.2462636074	5013	20019
8.53098464012146	4	22.2168141593	14.7357815235	91.0	3.0	22.2168141593	14.7357815235	5021	25040
9.998324871063232	5	23.1520737327	15.4895507467	82.0	3.0	23.1520737327	15.4895507467	5024	30064
11.456844806671143	6	24.6650246305	17.2254282301	97.0	3.0	24.6650246305	17.2254282301	5007	35071
12.93421220779419	7	29.6568047337	18.5542694611	89.0	3.0	29.6568047337	18.5542694611	5012	40083
14.37449312210083	8	31.1118012422	20.4328908486	100.0	4.0	31.1118012422	20.4328908486	5009	45092
15.823396921157837	9	30.2831325301	20.4785654576	108.0	3.0	30.2831325301	20.4785654576	5027	50119
17.31171941757202	10	32.5324675325	23.6080464027	113.0	4.0	32.5324675325	23.6080464027	5010	55129
18.721654891967773	11	32.7908496732	23.5931344824	105.0	4.0	32.7908496732	23.5931344824	5017	60146
20.16190528869629	12	35.0486111111	25.7035259852	134.0	4.0	35.0486111111	25.7035259852	5047	65193
21.661505222320557	13	33.2091503268	20.769401071	89.0	5.0	33.2091503268	20.769401071	5081	70274
23.208070516586304	14	40.0476190476	25.8143116276	134.0	4.0	40.0476190476	25.8143116276	5046	75320
24.69597554206848	15	41.1056910569	24.5912315023	133.0	5.0	41.1056910569	24.5912315023	5056	80376
26.134942531585693	16	44.1842105263	27.7003280079	171.0	4.0	44.1842105263	27.7003280079	5037	85413
27.555151224136353	17	45.5	28.3890984198	167.0	5.0	45.5	28.3890984198	5005	90418
28.97485899925232	18	47.2075471698	31.2499711641	145.0	5.0	47.2075471698	31.2499711641	5004	95422
30.458014249801636	19	48.8834951456	28.4500246458	138.0	4.0	48.8834951456	28.4500246458	5035	100457
31.893858671188354	20	49.7425742574	34.4092013556	160.0	4.0	49.7425742574	34.4092013556	5024	105481
33.340009450912476	21	54.247311828	38.5516427593	176.0	4.0	54.247311828	38.5516427593	5045	110526
34.76673102378845	22	65.1153846154	38.5103984523	149.0	8.0	65.1153846154	38.5103984523	5079	115605
36.18785262107849	23	68.5753424658	46.8491949049	211.0	4.0	68.5753424658	46.8491949049	5006	120611
37.53127574920654	24	84.8983050847	43.0977190459	189.0	4.0	84.8983050847	43.0977190459	5009	125620
38.903868436813354	25	73.0144927536	48.8041019759	219.0	9.0	73.0144927536	48.8041019759	5038	130658
40.287513256073	26	73.7647058824	45.4581635867	177.0	10.0	73.7647058824	45.4581635867	5016	135674
41.71371555328369	27	100.745098039	56.7971426847	285.0	4.0	100.745098039	56.7971426847	5138	140812
43.127196073532104	28	99.5882352941	52.2611003203	232.0	4.0	99.5882352941	52.2611003203	5079	145891
44.57077717781067	29	100.509803922	56.4472241972	230.0	5.0	100.509803922	56.4472241972	5126	151017
45.97382616996765	30	101.156862745	61.6407595444	272.0	13.0	101.156862745	61.6407595444	5159	156176
47.36899495124817	31	95.4716981132	58.6796881619	269.0	16.0	95.4716981132	58.6796881619	5060	161236
48.798030614852905	32	122.292682927	65.0782807808	271.0	7.0	122.292682927	65.0782807808	5014	166250
50.15686774253845	33	105.0	54.1271650837	227.0	8.0	105.0	54.1271650837	5040	171290
51.563031911849976	34	104.875	49.4636335267	230.0	8.0	104.875	49.4636335267	5034	176324
52.92844486236572	35	111.377777778	62.227642621	253.0	10.0	111.377777778	62.227642621	5012	181336
54.37008261680603	36	128.58974359	68.3950507839	269.0	17.0	128.58974359	68.3950507839	5015	186351
55.77988362312317	37	129.897435897	70.778743322	331.0	7.0	129.897435897	70.778743322	5066	191417
57.206132888793945	38	146.057142857	105.97895825	358.0	14.0	146.057142857	105.97895825	5112	196529
58.59913730621338	39	168.433333333	105.841920911	345.0	14.0	168.433333333	105.841920911	5053	201582
59.976887226104736	40	178.607142857	96.885550775	367.0	16.0	178.607142857	96.885550775	5001	206583
61.42970824241638	41	191.555555556	134.154232228	651.0	19.0	191.555555556	134.154232228	5172	211755
62.94603443145752	42	164.1875	144.475438548	516.0	10.0	164.1875	144.475438548	5254	217009
64.50910353660583	43	266.952380952	174.538159613	661.0	18.0	266.952380952	174.538159613	5606	222615
65.84795045852661	44	263.631578947	185.012719485	761.0	21.0	263.631578947	185.012719485	5009	227624
67.24595808982849	45	233.045454545	157.064108878	601.0	64.0	233.045454545	157.064108878	5127	232751
68.71473741531372	46	168.28125	137.513688949	571.0	13.0	168.28125	137.513688949	5385	238136
70.09939479827881	47	222.0	156.486421136	761.0	23.0	222.0	156.486421136	5106	243242
71.48915815353394	48	278.0	300.471296466	921.0	21.0	278.0	300.471296466	5004	248246
72.94001579284668	49	271.315789474	192.251220688	637.0	14.0	271.315789474	192.251220688	5155	253401
74.32792377471924	50	209.333333333	112.619072788	409.0	16.0	209.333333333	112.619072788	5024	258425
75.70860552787781	51	173.206896552	95.5811189371	359.0	32.0	173.206896552	95.5811189371	5023	263448
77.12884473800659	52	145.085714286	86.861259301	316.0	5.0	145.085714286	86.861259301	5078	268526
78.49021196365356	53	152.636363636	69.1808425846	258.0	8.0	152.636363636	69.1808425846	5037	273563
79.94538021087646	54	264.6	176.6458038	810.0	53.0	264.6	176.6458038	5292	278855
81.39124965667725	55	349.2	201.825403092	916.0	90.0	349.2	201.825403092	5238	284093
83.03623294830322	56	460.692307692	348.71133855	1000.0	34.0	460.692307692	348.71133855	5989	290082
84.41068410873413	57	416.833333333	359.456727422	1000.0	29.0	416.833333333	359.456727422	5002	295084
85.793869972229	58	396.692307692	310.358201145	905.0	5.0	396.692307692	310.358201145	5157	300241
87.19747138023376	59	243.714285714	225.170864828	1000.0	7.0	243.714285714	225.170864828	5118	305359
