Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.728938102722168	0	24.2961165049	14.4465766586	139.0	8.0	24.2961165049	14.4465766586	5005	5005
3.3315017223358154	1	24.359223301	14.6584773636	109.0	9.0	24.359223301	14.6584773636	5018	10023
5.965865135192871	2	29.9760479042	19.9391145383	131.0	10.0	29.9760479042	19.9391145383	5006	15029
7.775385856628418	3	31.1604938272	18.7046285881	107.0	9.0	31.1604938272	18.7046285881	5048	20077
9.252913475036621	4	32.7450980392	17.9907490432	122.0	10.0	32.7450980392	17.9907490432	5010	25087
10.78780198097229	5	34.8163265306	23.7355098391	156.0	9.0	34.8163265306	23.7355098391	5118	30205
12.27628469467163	6	35.1875	19.1031442838	108.0	9.0	35.1875	19.1031442838	5067	35272
13.73272967338562	7	39.8492063492	20.2747271958	120.0	11.0	39.8492063492	20.2747271958	5021	40293
15.413619995117188	8	41.6694214876	24.6296161272	131.0	9.0	41.6694214876	24.6296161272	5042	45335
17.12858748435974	9	43.3448275862	24.8638026083	126.0	11.0	43.3448275862	24.8638026083	5028	50363
18.681838989257812	10	43.8771929825	21.5496734826	125.0	10.0	43.8771929825	21.5496734826	5002	55365
20.235460996627808	11	47.1308411215	21.3935461105	113.0	13.0	47.1308411215	21.3935461105	5043	60408
21.90393352508545	12	48.1826923077	24.8455863683	156.0	12.0	48.1826923077	24.8455863683	5011	65419
23.536197900772095	13	50.9393939394	23.710296183	144.0	11.0	50.9393939394	23.710296183	5043	70462
25.240222454071045	14	49.7128712871	26.1429189374	152.0	14.0	49.7128712871	26.1429189374	5021	75483
26.822324752807617	15	46.0275229358	23.3903684073	125.0	14.0	46.0275229358	23.3903684073	5017	80500
28.43808126449585	16	54.6413043478	28.002554822	165.0	11.0	54.6413043478	28.002554822	5027	85527
30.271645069122314	17	64.2179487179	33.5359154722	173.0	13.0	64.2179487179	33.5359154722	5009	90536
31.92178201675415	18	55.0659340659	25.6672717583	166.0	18.0	55.0659340659	25.6672717583	5011	95547
33.86411380767822	19	64.2564102564	37.0676567489	200.0	10.0	64.2564102564	37.0676567489	5012	100559
35.67665910720825	20	64.2692307692	26.9299533343	162.0	17.0	64.2692307692	26.9299533343	5013	105572
37.545814037323	21	68.027027027	34.1530628491	195.0	15.0	68.027027027	34.1530628491	5034	110606
39.343122482299805	22	65.4415584416	31.3938092609	179.0	18.0	65.4415584416	31.3938092609	5039	115645
41.266170263290405	23	71.4084507042	33.0367177141	157.0	20.0	71.4084507042	33.0367177141	5070	120715
43.842275857925415	24	82.1967213115	43.4276559433	200.0	12.0	82.1967213115	43.4276559433	5014	125729
47.14649033546448	25	77.1230769231	37.9491593876	167.0	15.0	77.1230769231	37.9491593876	5013	130742
49.40892434120178	26	92.0181818182	42.3395327449	200.0	27.0	92.0181818182	42.3395327449	5061	135803
51.63172960281372	27	83.4	42.0971891382	200.0	19.0	83.4	42.0971891382	5004	140807
53.96382737159729	28	96.2307692308	48.8225260843	200.0	28.0	96.2307692308	48.8225260843	5004	145811
56.43429183959961	29	119.238095238	46.2821623172	200.0	33.0	119.238095238	46.2821623172	5008	150819
58.68686866760254	30	100.333333333	51.6453466448	200.0	18.0	100.333333333	51.6453466448	5117	155936
61.28193378448486	31	126.175	52.7664133232	200.0	24.0	126.175	52.7664133232	5047	160983
64.91290521621704	32	137.864864865	52.3703868056	200.0	23.0	137.864864865	52.3703868056	5101	166084
68.51608514785767	33	135.72972973	61.2030950678	200.0	17.0	135.72972973	61.2030950678	5022	171106
71.28856086730957	34	136.810810811	54.9323110932	200.0	21.0	136.810810811	54.9323110932	5062	176168
74.16359901428223	35	141.694444444	54.0487534261	200.0	45.0	141.694444444	54.0487534261	5101	181269
76.75839376449585	36	128.871794872	59.7250879242	200.0	20.0	128.871794872	59.7250879242	5026	186295
79.49000477790833	37	138.297297297	54.8348206914	200.0	28.0	138.297297297	54.8348206914	5117	191412
82.28548169136047	38	149.176470588	49.8931037249	200.0	37.0	149.176470588	49.8931037249	5072	196484
85.34062266349792	39	167.516129032	48.4474247578	200.0	47.0	167.516129032	48.4474247578	5193	201677
88.15609407424927	40	150.235294118	49.5990149472	200.0	55.0	150.235294118	49.5990149472	5108	206785
91.46045064926147	41	161.1875	45.0433385058	200.0	66.0	161.1875	45.0433385058	5158	211943
95.93064665794373	42	157.333333333	52.0400001553	200.0	48.0	157.333333333	52.0400001553	5192	217135
98.78232669830322	43	153.696969697	56.943611049	200.0	26.0	153.696969697	56.943611049	5072	222207
101.75234961509705	44	169.6	38.2331444343	200.0	61.0	169.6	38.2331444343	5088	227295
104.65857934951782	45	152.606060606	53.3632147696	200.0	37.0	152.606060606	53.3632147696	5036	232331
107.66046071052551	46	170.066666667	45.4216786225	200.0	48.0	170.066666667	45.4216786225	5102	237433
110.64494943618774	47	169.566666667	42.7361543531	200.0	43.0	169.566666667	42.7361543531	5087	242520
113.51640272140503	48	167.166666667	46.3070069092	200.0	28.0	167.166666667	46.3070069092	5015	247535
116.42082190513611	49	163.322580645	51.2541970566	200.0	59.0	163.322580645	51.2541970566	5063	252598
119.46393251419067	50	175.620689655	34.7537284461	200.0	57.0	175.620689655	34.7537284461	5093	257691
122.37631511688232	51	179.0	28.6643133032	200.0	104.0	179.0	28.6643133032	5012	262703
125.32095122337341	52	172.551724138	34.0947829025	200.0	83.0	172.551724138	34.0947829025	5004	267707
128.3291473388672	53	168.833333333	41.9142643447	200.0	31.0	168.833333333	41.9142643447	5065	272772
